0	5e-05	1.2499874
1	0.00015	14.868802
2	0.00025	56.491366
3	0.00035	122.68021
4	0.00045	214.59461
5	0.00055	330.85352
6	0.00065	440.59032
7	0.00075	543.47234
8	0.00085	624.2679
9	0.00095	663.15864
10	0.00105	684.51931
11	0.00115	675.28553
12	0.00125	634.38877
13	0.00135	585.02434
14	0.00145	521.05322
15	0.00155	462.66671
16	0.00165	404.09875
17	0.00175	351.18598
18	0.00185	300.0877
19	0.00195	262.34615
20	0.00205	226.36869
21	0.00215	195.5323
22	0.00225	172.10512
23	0.00235	147.13561
24	0.00245	127.57936
25	0.00255	111.52105
26	0.00265	98.426427
27	0.00275	84.101975
28	0.00285	73.890384
29	0.00295	64.928781
30	0.00305	55.765567
31	0.00315	50.564006
32	0.00325	43.477384
33	0.00335	38.638723
34	0.00345	34.576264
35	0.00355	31.945242
36	0.00365	29.384784
37	0.00375	26.622715
38	0.00385	24.324352
39	0.00395	22.479612
40	0.00405	20.886886
41	0.00415	20.231651
42	0.00425	18.286106
43	0.00435	17.741757
44	0.00445	16.985716
45	0.00455	15.594601
46	0.00465	14.536144
47	0.00475	13.941392
48	0.00485	13.477687
49	0.00495	12.459552
50	0.00505	12.570438
51	0.00515	11.945444
52	0.00525	12.106733
53	0.00535	11.68335
54	0.00545	11.582545
55	0.00555	11.12892
56	0.00565	10.876906
57	0.00575	10.100705
58	0.00585	9.8688521
59	0.00595	10.272074
60	0.00605	9.5765164
61	0.00615	9.1531335
62	0.00625	8.5483009
63	0.00635	9.0422476
64	0.00645	8.4878177
65	0.00655	7.8729045
66	0.00665	7.3890384
67	0.00675	7.2378303
68	0.00685	6.8043669
69	0.00695	6.5523533
70	0.00705	5.6451044
71	0.00715	5.7257487
72	0.00725	5.5039768
73	0.00735	4.5463251
74	0.00745	4.4959224
75	0.00755	4.0120563
76	0.00765	4.2539894
77	0.00775	3.9011704
78	0.00785	3.3064183
79	0.00795	3.2257739
80	0.00805	3.1652907
81	0.00815	2.9939214
82	0.00825	2.8628744
83	0.00835	3.0140825
84	0.00845	2.7116662
85	0.00855	2.4193305
86	0.00865	2.4394915
87	0.00875	2.78223
88	0.00885	2.3890888
89	0.00895	2.3084445
90	0.00905	2.076592
91	0.00915	1.8649006
92	0.00925	2.0866725
93	0.00935	2.0060282
94	0.00945	2.2882834
95	0.00955	1.7237729
96	0.00965	1.8749811
97	0.00975	1.8245784
98	0.00985	1.8749811
99	0.00995	1.4818399
